------------------------------------------------
01.01.2401;200,78;2iG730QZ
01.01.2401;129,59;312549UR
01.01.2401;206,75;61ZDo7v0
23.12.2400;109,79;5960RU5d
01.11.2400;176,09;uFk0um7B
01.11.2400;56,04;T269GSN1
01.11.2400;222,74;6fVo63cZ
01.11.2400;69,58;839Ki810
26.08.2400;69,65;aVB96B81
14.08.2400;217,80;8tgS0J2D
05.08.2400;112,72;2O99qh23
01.07.2400;202,08;VPNj0vI3
01.07.2400;249,37;G7iY4B2W
01.07.2400;178,37;u8G9mdO2
01.07.2400;226,37;xHW3S4Z8
22.06.2400;234,09;416R6CX8
05.04.2400;147,14;10e9228M
01.03.2400;175,96;2U834pjc
28.02.2400;230,90;80jY6804
19.02.2400;144,47;P8Ew879U
01.01.2400;65,18;6v1M7rf2
24.12.2399;105,76;869SZ5oL
24.12.2399;58,45;Z8tZK66f
24.10.2399;225,39;q3D4L375
18.10.2399;246,69;myHJ30GP
04.10.2399;85,79;8a2tEG17
26.08.2399;223,01;nn269nTy
01.07.2399;60,61;TEeH0rx9
01.07.2399;133,90;48OLlBZz
01.05.2399;89,05;41094b36
22.04.2399;89,86;T45V4r69
01.03.2399;186,39;Sw8Y8J72
01.03.2399;158,88;0h1Y8Sp7
15.02.2399;184,39;7v4q4869
05.02.2399;209,79;34pB0oCl
01.01.2399;142,74;1JQ89Vl3
01.01.2399;65,11;015g0c96
01.01.2399;61,81;Wi591Td3
01.11.2398;111,37;85z11369
01.09.2398;148,20;R3K74u9k
28.08.2398;157,53;M4O8y609
15.08.2398;228,29;XB52hzyr
01.07.2398;221,81;HrNDRn4V
01.07.2398;183,68;Uk0Ut0E2
03.06.2398;52,28;4491Jmq9
01.05.2398;52,91;19908iq6
26.04.2398;156,07;e17dUz8t
09.04.2398;227,05;Bcx0EWfx
08.04.2398;142,42;72XQ1N1c
01.01.2398;165,04;r1ocr340
02.12.2397;121,10;z2014EFP
01.11.2397;139,33;IfBnSf74
01.09.2397;233,72;70K7o9Zm
01.09.2397;130,19;9yfKU698
12.08.2397;245,43;R5039FzZ
01.07.2397;165,49;UcqKmYGe
01.07.2397;209,86;105E5372
29.06.2397;238,79;6tf28LqT
18.06.2397;138,97;LHX12Bv3
01.05.2397;74,98;BoVY5288
20.04.2397;158,66;9uH577e1
01.03.2397;93,65;j1k1Om43
01.03.2397;145,38;05dOF171
01.03.2397;91,02;S8w1a13G
17.02.2397;210,53;OJ4To2v0
01.01.2397;92,78;463a5225
01.01.2397;103,87;7ute3sxx
24.12.2396;130,29;q2MY71l4
06.12.2396;131,34;327Ov725
01.11.2396;74,93;N46E76s7
23.10.2396;234,39;186o3166
01.09.2396;119,67;1Ezd450j
21.08.2396;199,40;hrxc4SW2
01.07.2396;188,18;8rPQFI89
27.06.2396;96,79;93E17e69
26.06.2396;87,43;an3795d0
01.05.2396;164,85;1496AxFO
21.04.2396;97,64;42l16R82
16.04.2396;159,04;j1ioDVv2
28.12.2395;199,64;0h31t8i6
09.10.2395;102,63;48aF8Wq0
01.09.2395;245,25;28m1sc2r
01.09.2395;141,18;zD4D6UY2
01.09.2395;172,86;1689rj7s
28.08.2395;64,57;3kif2XGb
22.08.2395;172,81;E9jZPfr5
01.07.2395;120,58;EC3xJO3F
12.06.2395;176,86;78xb3R9E
06.06.2395;85,83;tinI11I3
01.05.2395;191,99;FG151920
09.04.2395;105,21;Xxy9OT11
01.03.2395;126,72;13S307GX
01.03.2395;195,62;631J8899
01.03.2395;134,13;fXi55251
22.02.2395;130,49;F036035T
18.02.2395;165,11;dwEXUp6Z
11.02.2395;138,44;81v276eV
09.02.2395;211,47;0D56ki4U
03.02.2395;79,31;3689px2x
21.12.2394;193,28;r0709g73
10.12.2394;75,16;Jq7704Aw
01.11.2394;228,72;14p4gv0k
01.11.2394;191,99;746g06l9
26.08.2394;223,13;1ys3Mc76
24.08.2394;132,41;158c936C
18.08.2394;197,94;6je7e415
27.06.2394;212,39;f67T3w0C
17.06.2394;178,22;7gT1P2N3
08.06.2394;175,79;N97t4P38
01.05.2394;103,18;rO7c916W
01.03.2394;202,03;3TO41285
01.01.2394;69,15;eI2ug6y3
22.12.2393;177,08;F58N303i
01.11.2393;222,40;E4g4Avf4
01.11.2393;138,18;C266B6vO
01.11.2393;148,78;4kTQdp6J
01.11.2393;74,24;168xhbEi
04.10.2393;204,62;39Gfjv77
01.09.2393;192,62;6M4OT67n
19.08.2393;228,72;r41q9AX6
04.08.2393;203,74;4Wmz1S60
03.06.2393;222,15;RIKR8239
01.05.2393;122,37;o313S67x
01.05.2393;132,93;sC8h0J7b
01.05.2393;103,10;O9389427
19.04.2393;150,99;JYD7s816
01.03.2393;144,02;3vV3zK43
01.03.2393;67,22;Rs65C4L3
26.02.2393;87,82;s6zON7v4
24.02.2393;145,60;w407Q476
21.02.2393;219,57;K87i597q
19.02.2393;95,77;vu4536Sb
01.01.2393;80,28;aPC0W4iQ
01.11.2392;173,58;Wi69lW27
16.10.2392;170,59;76l8KJ06
04.10.2392;131,49;8977C1Tc
01.09.2392;143,17;7J6oq645
25.08.2392;160,05;22l63vV1
14.08.2392;105,38;d68InC0T
01.07.2392;98,03;2w1zo38J
01.07.2392;100,86;EdTs2W45
28.06.2392;120,02;2v04N720
12.04.2392;131,81;84X7jo2s
01.03.2392;200,42;r63Q36lE
01.03.2392;72,00;O1N6H1bo
27.02.2392;216,69;thBq5Oh3
26.02.2392;176,37;Vtsy07G7
24.02.2392;163,76;C932EdxM
01.01.2392;107,64;89CKz2a6
01.01.2392;233,17;6m0V087t
01.01.2392;183,05;832fRLE3
01.11.2391;121,24;S80DRxj0
25.10.2391;50,53;Ifs325eq
01.09.2391;232,70;Htv285Q0
01.07.2391;58,64;K4h8DX90
01.07.2391;158,26;93s7S1Tg
01.07.2391;197,88;C7qOPc52
04.06.2391;67,74;YrtB5B0a
01.05.2391;77,37;9fDgv767
01.05.2391;178,19;J2i4p32n
25.04.2391;160,41;19qe57l0
08.04.2391;112,00;8hr1e0H6
08.04.2391;212,02;hZ1j9fMv
07.04.2391;154,34;0Snh0fkY
01.03.2391;58,94;5wD16J56
01.03.2391;229,01;1Su9uU6P
15.02.2391;101,78;A3wO4q34
02.02.2391;230,52;49C7fXia
01.01.2391;200,43;v79C7f81
01.01.2391;81,73;18843b0X
01.01.2391;167,34;d9032q74
01.01.2391;243,24;04Nh85OU
25.12.2390;179,90;JO80x2p7
18.12.2390;148,46;Ll2A735j
11.12.2390;89,16;XdY21Ql4
01.11.2390;171,34;1Op5m362
01.11.2390;147,36;1J4WH7Q2
01.11.2390;168,44;9ZM0194V
23.10.2390;96,34;3JHf25l4
11.10.2390;91,89;sRo5tj14
01.09.2390;202,07;Q22emf06
11.08.2390;179,06;4DG0jh3b
09.08.2390;102,37;T1i01r9h
01.07.2390;77,60;ZQ482elj
01.07.2390;153,78;u0M4iJZc
01.05.2390;153,81;5qW14S7B
24.04.2390;108,75;Q7i10R29
09.04.2390;122,63;KO8vI699
01.03.2390;114,59;qP900213
01.03.2390;171,61;fn9Ct47w
21.02.2390;108,00;L656Qx8t
13.02.2390;68,19;fzP73Ts4
08.02.2390;229,37;k7I196k4
11.12.2389;175,95;O897S1jX
01.11.2389;195,74;SRK048Fx
06.10.2389;72,03;G558VW22
01.09.2389;217,82;XQKU3YRU
01.09.2389;222,69;3U7Av405
21.08.2389;172,90;0974942e
08.08.2389;157,06;c164EqH8
01.07.2389;240,22;7gDAi8J0
01.07.2389;185,09;xN962L2G
01.07.2389;241,98;T69Hh278
01.05.2389;66,06;T14RSY0F
11.02.2389;53,84;wIpMU317
10.02.2389;200,76;J5NLR78x
05.02.2389;111,45;q2S32t34
04.02.2389;85,23;735C2j7I
01.01.2389;207,29;Woo75HX1
01.11.2388;190,78;AEEVM132
17.10.2388;186,72;i6L5P6UQ
15.08.2388;151,24;3p98H5V9
08.08.2388;238,82;0z8gwvcl
01.07.2388;119,38;AcuY285L
01.07.2388;188,55;7ETX5088
22.06.2388;139,87;9g400hsF
20.06.2388;239,09;5bpt1ylc
01.05.2388;223,98;1w71YI32
25.04.2388;208,90;9se92Y0o
24.04.2388;198,71;W36818FG
01.03.2388;99,54;W1214AtQ
01.01.2388;178,59;94gy40vt
01.01.2388;211,45;83a3O1Xq
01.01.2388;160,42;0x58eiuh
12.12.2387;184,64;oE40IB3C
28.10.2387;95,20;g81o4gdb
12.06.2387;159,81;056z6jbI
21.04.2387;111,65;62788JJW
06.04.2387;182,90;qYZ7ss27
20.02.2387;204,00;9GZ3F996
18.12.2386;197,24;4PwtSoX8
11.12.2386;236,18;6N560635
19.10.2386;70,13;yrPEwaD6
01.09.2386;68,57;9d03GEfI
01.07.2386;247,14;khS52V0n
01.07.2386;134,44;291w492p
24.06.2386;231,79;l2rn7658
01.05.2386;83,70;4fX6j102
01.05.2386;240,58;180l86Y2
15.02.2386;117,96;941km2g1
12.02.2386;235,14;0lZ8yvo6
27.10.2385;161,06;273LzP5R
26.10.2385;185,26;a176bL7V
31.08.2385;248,56;60wE11Gh
30.08.2385;222,05;H0OZo8fx
25.08.2385;217,35;4y00b40f
17.08.2385;99,20;YMg7pjm4
15.08.2385;199,53;Z3humK76
14.08.2385;93,25;2V3c1E4D
13.06.2385;72,67;v6720Iq4
01.03.2385;64,62;g2O4738K
01.03.2385;176,66;516L4fxy
03.02.2385;73,97;R3g0a5Uq
01.01.2385;83,38;2a54U9L8
13.12.2384;190,47;2c1Vf6D6
01.11.2384;197,20;XBq0ncl5
01.11.2384;104,66;90iu9cl6
29.10.2384;166,76;LjC48u37
12.10.2384;237,43;ilI823A1
08.08.2384;249,21;W78x81Bt
25.06.2384;136,83;Eer642sz
06.06.2384;164,56;n71668q1
01.05.2384;87,30;8k4xn7W3
10.04.2384;52,35;ar27X132
01.03.2384;167,77;4c614274
01.03.2384;122,27;U0iz1Y95
29.02.2384;120,00;2gSR4A8u
21.02.2384;93,92;heC53q84
01.01.2384;237,07;38U41190
