------------------------------------------------
01.01.2401;102,41;X175w67T
01.01.2401;239,94;cP31k126
26.12.2400;103,11;00U4Pu91
01.11.2400;192,88;6z0UKdx3
01.11.2400;195,31;353Xk271
28.10.2400;82,58;QyOtA920
28.10.2400;129,71;Cn22N3Wo
07.10.2400;243,95;66a4wYu2
01.09.2400;107,53;kkT537H0
01.09.2400;188,71;91N6O154
01.09.2400;117,41;0N6S6M4K
04.08.2400;181,20;oJ09V69t
01.05.2400;232,51;E9v300KD
01.05.2400;122,26;11J88N31
01.03.2400;195,56;i89sH0In
24.02.2400;229,72;79013eh7
01.01.2400;122,22;BBfbf4bm
18.12.2399;56,52;3C8869Ld
06.12.2399;236,91;4649325i
02.12.2399;115,67;d3F7423D
01.11.2399;134,03;s42d356w
01.09.2399;143,46;4iVHff15
01.09.2399;161,94;19alCvK3
26.08.2399;146,78;0y47cRkq
22.08.2399;107,80;2p019540
11.08.2399;132,74;7qL5n5c2
01.07.2399;94,61;Dn8768G3
01.07.2399;222,94;14ninfU3
01.07.2399;144,98;1Ytpz9G8
29.04.2399;100,84;MOZ447MJ
06.04.2399;79,16;Qswmh07l
01.03.2399;162,04;cxe03Ua7
01.03.2399;242,12;U3tVMO16
02.02.2399;178,49;vmRI1Z3k
01.01.2399;67,57;9vY9f2T7
01.01.2399;154,60;Qm2T1nn7
01.11.2398;247,02;T7ZuxRg9
01.11.2398;133,45;yZmv37SJ
30.10.2398;84,63;LGP9d41H
27.10.2398;93,58;J045pYMt
19.10.2398;104,82;OP201x0E
01.09.2398;238,46;6LW0A545
20.08.2398;168,39;92C9DPW6
07.08.2398;98,74;9Ep614d2
04.08.2398;149,85;107aK826
01.07.2398;93,66;489r7c1S
01.07.2398;246,88;E4t9FS2n
29.06.2398;189,80;Oxr56D5S
01.05.2398;120,95;D6087F06
01.05.2398;241,48;9dc0275p
01.05.2398;192,20;I27rAi84
25.04.2398;212,97;m5v4301N
28.02.2398;56,47;lsXHN400
01.01.2398;168,55;27417j3J
01.01.2398;94,85;B51d8h0d
01.01.2398;136,63;rvRuxx6k
01.11.2397;109,61;38w6E2S5
01.11.2397;237,69;r1Bn4y3X
01.11.2397;159,00;335Iq0O2
01.11.2397;244,82;LwjpUuDE
01.11.2397;88,06;3og36HxI
01.09.2397;94,20;c0c7c8j7
01.09.2397;177,20;Q706UE01
23.08.2397;177,99;7s6jZT6h
15.08.2397;123,52;42084qf2
09.08.2397;187,77;Peyu7n53
11.06.2397;218,21;83go9871
01.05.2397;80,30;16z9gu1G
01.05.2397;65,47;2LSzgqQY
18.04.2397;88,59;Rv70W060
03.04.2397;217,94;sVEt1jKt
28.02.2397;90,64;ZQ80x7x8
24.02.2397;96,01;WFRbBaq0
01.01.2397;192,56;2Y0XO9z8
28.12.2396;226,11;4R3Yv0I5
13.12.2396;207,11;g879np2i
01.11.2396;73,41;B3U18t94
01.09.2396;248,68;x6jmoBR5
26.08.2396;174,09;365881EQ
01.07.2396;163,33;C557U7mR
30.04.2396;83,51;1B281365
01.03.2396;120,57;5fE3159C
02.02.2396;87,10;CR5950G1
01.01.2396;206,80;0392A6oI
01.01.2396;199,26;5NY269B9
03.12.2395;221,33;o2836v2l
01.11.2395;176,13;0z01pD6g
01.11.2395;147,63;1U8G10U3
01.07.2395;141,76;4CPNa6p9
01.07.2395;99,88;XKY88O2S
01.07.2395;135,47;16obW3j5
27.06.2395;134,86;Q1N83ZW1
01.05.2395;105,63;3672006z
22.04.2395;77,94;xYgc80Fu
11.04.2395;228,80;O86Bc06I
01.01.2395;68,83;457uk9vy
26.12.2394;170,14;yZ6K22y5
30.10.2394;158,16;F15q5320
20.10.2394;211,57;819l9Bu1
01.09.2394;180,83;use995p7
16.08.2394;199,88;54KO82r6
13.08.2394;50,63;9WF1ge2t
13.06.2394;177,78;7e0g0ld2
02.06.2394;140,89;nDldVfG1
01.03.2394;85,75;sL8kw100
01.03.2394;183,51;729164X5
